primaryTitle,tconst,directors,writers
Monty Python and the Holy Grail,tt0071853,"nm0000416,nm0001402","nm0001037,nm0000092,nm0001385,nm0000416,nm0001402,nm0001589,nm0540627"
Orderers,tt0071949,nm0105693,nm0105693
Written Off,tt0071956,nm0229210,"nm0548644,nm0667641"
Sonar Kella,tt0072190,nm0006249,"nm4535828,nm0006249"
Stephen the Great - Vaslui 1475,tt0072205,nm0236664,"nm0236664,nm0594024"
A Woman Under the Influence,tt0072417,nm0001023,nm0001023
Young Frankenstein,tt0072431,nm0000316,"nm0000698,nm0000316,nm0791217"
Mirror,tt0072443,nm0001789,"nm0592735,nm0850493,nm0001789"
Amici miei,tt0072637,nm0598102,"nm0314584,nm0207401,nm0073053,nm0684083"
Barry Lyndon,tt0072684,nm0000040,"nm0000040,nm0856842"
The Battle of Chile: Part I,tt0072685,nm0350099,"nm5817596,nm0006657,nm1354943,nm0305651,nm0350099"
Chhoti Si Baat,tt0072777,nm0154113,\N
Chupke Chupke,tt0072783,nm0611531,"nm0304370,nm0611520,nm0347899,nm1100176"
Deewaar,tt0072860,nm0007181,"nm0015287,nm0451311"
Dog Day Afternoon,tt0072890,nm0001486,"nm0682757,nm0460190,nm0601944,nm0909063"
The Pinchcliffe Grand Prix,tt0073000,nm0135653,"nm0042013,nm0135658,nm0843545,nm0135653"
Garm Hava,tt0073034,nm0766166,"nm0044340,nm0952067,nm0161032"
Halfon Hill Doesn't Answer,tt0073052,nm0206646,"nm0022748,nm0206646"
Jaws,tt0073195,nm0000229,"nm0001940,nm0331956"
One Flew Over the Cuckoo's Nest,tt0073486,nm0001232,"nm0369142,nm0325743,nm0450181,nm0913670"
Opadly liscie z drzew,tt0073489,nm0753873,"nm0753873,nm0753874"
Sholay,tt0073707,nm0802693,"nm0015287,nm0451311"
Welfare,tt0073887,nm0936464,\N
The Battle of Chile: Part II,tt0074187,nm0350099,"nm5817596,nm0006657,nm1354943,nm0305651,nm0350099"
The Lion Who Thought He Was People,tt0074315,nm0871272,"nm0384342,nm0871272"
Comment Yukong déplaça les montagnes,tt0074334,"nm0412235,nm0520931,nm4974417",nm2759584
Harlan County U.S.A.,tt0074605,nm0465932,\N
J.A. Martin photographe,tt0074702,nm0064394,"nm0064394,nm0754889"
The Middleman,tt0074710,nm0006249,"nm0611539,nm0006249"
"Marecku, Pass Me the Pen!",tt0074865,nm0513792,"nm0810602,nm0006664"
The Memory of Justice,tt0074891,nm0649096,nm0649096
The Message,tt0074896,nm0002160,"nm0185867,nm0252821,nm0252863,nm0252872,nm0536868"
Network,tt0074958,nm0001486,nm0154665
The Punishment,tt0075024,nm0630197,"nm0630197,nm4540518,nm0757489"
The Written Off Return,tt0075094,nm0229210,"nm5777697,nm0548644,nm0586235"
The Message,tt0075143,nm0002160,"nm0185867,nm0252821,nm0252872,nm2341946,nm0536868"
Rocky,tt0075148,nm0000814,nm0000230
Taxi Driver,tt0075314,nm0000217,nm0001707
The Ascent,tt0075404,nm0791899,"nm0125911,nm0459302,nm0791899"
A Whale of a Tale,tt0075421,nm0113551,nm0113551
The Fifth Seal,tt0075467,nm0299586,"nm0299586,nm0845228"
Annie Hall,tt0075686,nm0000095,"nm0000095,nm0108613"
We All Loved Each Other So Much,tt0075793,nm0778633,"nm0408488,nm0769249,nm0778633"
The Wishing Tree,tt0075963,nm0002156,"nm0002156,nm0408383,nm0503073"
A Special Day,tt0076085,nm0778633,"nm0531431,nm0778633,nm0182454"
Who's Singin' Over There?,tt0076276,nm0797672,nm0468169
Mimino,tt0076391,nm0199381,"nm0300175,nm0865719,nm0199381"
Office Romance,tt0076727,nm0752922,"nm0103932,nm0752922"
Special Education,tt0076744,nm0548648,"nm0548648,nm0799507"
Star Wars: Episode IV - A New Hope,tt0076759,nm0000184,nm0000184
Belyy Bim Chernoe ukho,tt0077222,nm0744612,"nm0744612,nm0873936"
The Deer Hunter,tt0077416,nm0001047,"nm0001047,nm0913346,nm0307311,nm0714793"
Autumn Sonata,tt0077711,nm0000005,nm0000005
The Last Waltz,tt0077838,nm0000217,nm0552731
Ondanondu Kaladalli,tt0078030,nm0439784,"nm0439784,nm0060019,nm13520761"
Desiderium,tt0078299,nm0368688,nm0368688
The Herd,tt0078355,nm0006703,nm0351566
Alien,tt0078748,nm0000631,"nm0639321,nm0795953"
Apocalypse Now,tt0078788,nm0000338,"nm0587518,nm0000338,nm0380282,nm0175676"
Babäk,tt0078816,nm0474593,nm1142021
Baby Snakes,tt0078820,nm0953261,nm0953261
Being There,tt0078841,nm0000797,"nm0467085,nm0002717"
Bietul Ioanide,tt0078860,nm0685625,"nm0053870,nm0130023"
"Ion: Blestemul pamîntului, blestemul iubirii",tt0078876,nm0613839,"nm0691489,nm0714384"
Les bons débarras,tt0078894,nm0542532,nm0239806
The Garage,tt0079193,nm0752922,"nm0103932,nm0752922"
Hanky Panky,tt0079221,nm0611531,"nm1171925,nm0080432,nm0713592"
Imeruli eskizebi,tt0079331,nm0570395,nm0570395
The Kids Are Alright,tt0079400,nm0825506,nm0825506
Life of Brian,tt0079470,nm0001402,"nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589"
Moscow Does Not Believe in Tears,tt0079579,nm0579828,"nm0155990,nm0579828"
National Class Category Up to 785 Ccm,tt0079606,nm0548648,nm0548648
"Uncle Marin, the Billionaire",tt0079615,nm0630197,"nm0053870,nm2658767,nm0179282,nm0670946"
In for Treatment,tt0079674,"nm0463669,nm0958890","nm0463669,nm0921299"
Rockshow,tt0079814,nm0005837,\N
Rust Never Sleeps,tt0079834,nm0949918,\N
Sankarabharanam,tt0079889,nm0899649,"nm0417386,nm0899649"
Siberiade,tt0079907,nm0464846,"nm0947899,nm0464846"
The Touch,tt0079938,nm0660936,nm0660936
Stalker,tt0079944,nm0001789,"nm0835297,nm0835298,nm0001789,nm0850493"
The Lovers' Wind,tt0080087,nm0483738,nm2364499
AC/DC: Let There Be Rock,tt0080321,"nm0228011,nm0592966",\N
The Elephant Man,tt0080678,nm0000186,"nm0212246,nm0075015,nm0000186,nm0872375,nm0598744"
Star Wars: Episode V - The Empire Strikes Back,tt0080684,nm0449984,"nm0102824,nm0001410,nm0000184"
The Kingdom of Diamonds,tt0080856,nm0006249,nm0006249
The Lion of the Desert,tt0081059,nm0002160,"nm0124878,nm0185867,nm1722111"
All That Jack's,tt0081104,nm0548648,"nm0548648,nm0799507"
Petria's Wreath,tt0081331,nm0438906,"nm0342748,nm0438906,nm0586144"
Raging Bull,tt0081398,nm0000217,"nm0483766,nm0141734,nm0678014,nm0001707,nm0552731"
The Shining,tt0081505,nm0000040,"nm0000175,nm0000040,nm0424956"
"Run, Waiter, Run!",tt0081730,nm0810602,nm0006664
The Animals Film,tt0082020,"nm0016114,nm0774764",nm0774764
Der Bockerer,tt0082087,nm0030762,"nm0211134,nm0064986,nm0696152,nm0037927"
The Boat,tt0082096,nm0000583,"nm0000583,nm0118164"
They Don't Wear Black Tie,tt0082317,nm0386706,"nm0345427,nm0386706"
Mera spored mera,tt0082728,nm0006590,"nm0045572,nm0151572,nm0006590"
Teddy Bear,tt0082755,nm0054402,"nm0054402,nm0878957"
Indiana Jones and the Raiders of the Lost Ark,tt0082971,nm0000229,"nm0001410,nm0000184,nm0442241"
Variola Vera,tt0083275,nm0548648,"nm0548648,nm0631892"
Bill Cosby: Himself,tt0083652,nm0001070,nm0001070
Blade Runner,tt0083658,nm0000631,"nm0266684,nm0672459,nm0001140"
Fanny and Alexander,tt0083922,nm0000005,nm0000005
Fitzcarraldo,tt0083946,nm0001348,nm0001348
Gandhi,tt0083987,nm0000277,nm0109300
The Marathon Family,tt0084302,nm0797672,nm0468169
Death of Yazdgerd,tt0084304,nm0067323,nm0067323
Pink Floyd: The Wall,tt0084503,nm0000570,nm0914166
Interrogation,tt0084548,nm0003794,"nm0003794,nm0245913"
A Tight Spot,tt0084780,nm0590525,"nm0667637,nm0667641"
The Thing,tt0084787,nm0000118,"nm0484111,nm0132168"
The Weavers: Wasn't That a Time,tt0084894,nm0113845,nm0371630
The Road,tt0084934,"nm0351566,nm0351410",nm0351566
Adaminte Variyellu,tt0085137,nm0313489,"nm0313489,nm0707898,nm2405970"
Ardh Satya,tt0085178,nm0631539,"nm1135640,nm0222147,nm0659924,nm0854919"
Barefoot Gen,tt0085218,nm0556048,nm0620451
The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War,tt0085610,"nm0118756,nm0233482,nm0798134","nm0118756,nm0233482,nm0798134"
Jaane Bhi Do Yaaro,tt0085743,nm0787453,"nm0438499,nm0442479,nm0592803,nm0787453"
Koyaanisqatsi,tt0085809,nm0716585,"nm0294825,nm0716585,nm0006129,nm0909479,nm7030243,nm10878502,nm10878503,nm0213499,nm10878504"
Masoom,tt0085913,nm0001408,nm0347899
Nostalghia,tt0086022,nm0001789,"nm0001789,nm0346096"
Rembetiko,tt0086182,nm0002948,"nm0002948,nm0502845"
Star Wars: Episode VI - Return of the Jedi,tt0086190,nm0549658,"nm0001410,nm0000184"
Sadma,tt0086230,nm0536818,"nm0347899,nm0536818"
Sagara Sangamam,tt0086231,nm0899649,"nm0417386,nm0899649"
Scarface,tt0086250,nm0000361,"nm0000231,nm0001328,nm0372942,nm0870660"
State buoni se potete,tt0086358,nm0536238,"nm0536238,nm0953301"
Amadeus,tt0086879,nm0001232,"nm0787323,nm0537004"
Tosca's Kiss,tt0086928,nm0006357,nm0006357
Balkan Spy,tt0086935,"nm0468169,nm0631872",nm0468169
Strangler vs. Strangler,tt0087123,nm0797672,"nm0657033,nm0797672"
Hibiscus Town,tt0087301,nm0944527,"nm0155531,nm0345149,nm0944527"
"Blue Mountains, or Unbelievable Story",tt0087349,nm0791542,"nm0154992,nm0791542"
"István, a király",tt0087488,nm0464424,"nm0092805,nm0117619,nm0464424,nm0844496"
Nausicaä of the Valley of the Wind,tt0087544,nm0594503,"nm0594503,nm1248357,nm1248358,nm0411872"
Love and Doves,tt0087650,nm0579828,nm0348636
Give the Devil His Due,tt0087731,nm0090477,"nm0433105,nm0090477,nm0625846,nm0970225"
Once Upon a Time in America,tt0087843,nm0001466,"nm0340580,nm0073053,nm0207401,nm0575804,nm0033490,nm0274853,nm0001466,nm0436757,nm0002759"
"Paris, Texas",tt0087884,nm0000694,"nm0141281,nm0001731,nm0232924"
Saaransh,tt0088031,nm0080315,"nm0080315,nm0002695,nm0784044"
The Holy Innocents,tt0088040,nm0133426,"nm0217154,nm0488613,nm0559120,nm0133426"
Stop Making Sense,tt0088178,nm0001129,"nm0001129,nm0848088"
Streetwise,tt0088196,nm0068385,nm0564625
The Terminator,tt0088247,nm0000116,"nm0000116,nm0005036,nm0936537"
The Times of Harvey Milk,tt0088275,nm0258531,"nm0168012,nm0933145,nm0258531"
The Elusive Summer of '68,tt0088338,nm0664607,"nm0586235,nm0664607"
Back to the Future,tt0088763,nm0000709,"nm0000709,nm0301826"
Waiting for the Hearse,tt0089108,nm0233608,"nm0233608,nm0486700"
Ran,tt0089881,nm0000041,"nm0000041,nm0644823,nm0406836,nm0000636"
Shoah,tt0090015,nm0487351,\N
Swathi Muthyam,tt0090109,nm0899649,"nm0756580,nm0899649"
Voro-Nova,tt0090275,"nm0726914,nm0887376","nm0726914,nm0887376"
Wreaths at the Foot of the Mountain,tt0090340,nm0944527,"nm7377641,nm1287790"
A Cruel Romance,tt0090368,nm0752922,"nm0652534,nm0752922"
Aliens,tt0090605,nm0000116,"nm0000116,nm0318429,nm0001353,nm0639321,nm0795953"
The Wall,tt0090982,nm0351566,nm0351566
Ethnic Notions,tt0091018,nm0726705,\N
Come and See,tt0091251,nm0459552,"nm0010696,nm0459552"
Permission,tt0091256,nm0347899,"nm0315926,nm0347899"
Jean de Florette,tt0091288,nm0001945,"nm0656528,nm0001945,nm0102722"
The Beauty of Vice,tt0091398,nm0631915,"nm0631878,nm0631915"
Manon of the Spring,tt0091480,nm0001945,"nm0656528,nm0001945,nm0102722"
Mouna Ragam,tt0091559,"nm0024303,nm0711745","nm0024303,nm0711745"
Platoon,tt0091763,nm0000231,nm0000231
Ricochets,tt0091950,nm0169348,"nm0169348,nm0450072,nm0623124"
St. John in Exile,tt0092001,nm0193303,nm1454004
Stand by Me,tt0092005,nm0001661,"nm0000175,nm0317279,nm0262595"
Castle in the Sky,tt0092067,nm0594503,"nm0594503,nm0842605"
Anantaram,tt0092557,nm0329715,nm0329715
"Goodbye, Children",tt0092593,nm0001501,nm0001501
The Emperor's Naked Army Marches On,tt0092963,nm0361672,\N
Tales of the Brothers Quay,tt0093025,"nm0703028,nm0703029",\N
Full Metal Jacket,tt0093058,nm0000040,"nm0000040,nm0380282,nm0368007"
Hachi-ko,tt0093132,nm0477771,nm0793881
Hero: The Official Film of the 1986 FIFA World Cup,tt0093181,nm0562699,nm0562699
The Hero's Journey: The World of Joseph Campbell,tt0093183,"nm0050998,nm0447842","nm0050998,nm0184071,nm5232807"
Wings of Desire,tt0093191,nm0000694,"nm0000694,nm0359563,nm0718637,nm0252065"
It Was 20 Years Ago Today,tt0093285,nm2778011,\N
Jimi Plays Monterey,tt0093312,"nm0373698,nm0672060",\N
Where Is the Friend's House?,tt0093342,nm0452102,nm0452102
Queen Live in Budapest,tt0093427,nm0958183,\N
Nayakan,tt0093603,nm0711745,"nm0049400,nm0707366,nm0711745"
A Tale from the Past,tt0093720,nm0025576,"nm0025576,nm1042059"
Repentance,tt0093754,nm0002156,"nm0002156,nm0246119,nm0476979"
The Princess Bride,tt0093779,nm0001661,nm0001279
Sign 'o' the Times,tt0093970,"nm0002239,nm0389514,nm0536299",\N
Depeche Mode: 101,tt0094590,"nm0205964,nm0373698,nm0672060",\N
Akira,tt0094625,nm0960028,"nm0960028,nm0368051"
Big Time,tt0094743,nm0089625,"nm0107333,nm0001823"
The Blizzard of AAHHH's,tt0094760,nm0836202,\N
Die Hard,tt0095016,nm0001532,"nm0861636,nm0835732,nm0211823"
Grave of the Fireflies,tt0095327,nm0847223,"nm0636435,nm0847223"
A Short Film About Love,tt0095467,nm0001425,"nm0001425,nm0682830"
A Short Film About Killing,tt0095468,nm0001425,"nm0682830,nm0001425"
The Moromete Family,tt0095657,nm0347720,"nm0347720,nm0695737"
Cinema Paradiso,tt0095765,nm0868153,"nm0868153,nm0660031"
Rain Man,tt0095953,nm0001469,"nm0607454,nm0060103"
The Thin Blue Line,tt0096257,nm0001554,nm0001554
My Neighbor Totoro,tt0096283,nm0594503,nm0594503
Landscape in the Mist,tt0096288,nm0000766,"nm0000766,nm0346096,nm0885407"
Time of Violence,tt0096403,nm0821552,"nm0199101,nm0232340,nm1097845,nm0817153"
Apoorva Sagodharargal,tt0096827,nm0801870,"nm1180694,nm0352032,nm0430801,nm1190372,nm0707366"
"Bashu, the Little Stranger",tt0096894,nm0067323,nm0067323
Champions Forever,tt0097042,nm0517768,"nm0342660,nm0814164"
Common Threads: Stories from the Quilt,tt0097099,"nm0258531,nm0295243","nm0258531,nm0295243,nm1196240"
Dead Poets Society,tt0097165,nm0001837,nm0776114
Time of the Gypsies,tt0097223,nm0001437,"nm0001437,nm0586235"
Entertaining the Troops,tt0097282,nm0611188,nm0611188
For All Mankind,tt0097372,nm0718031,\N
Gitanjali,tt0097437,nm0711745,"nm0707366,nm0711745"
Indiana Jones and the Last Crusade,tt0097576,nm0000229,"nm0090151,nm0000184,nm0583675,nm0442241"
Dull Ice Flower,tt0097791,nm0946018,"nm0159044,nm0943150"
Mathilukal,tt0097851,nm0329715,"nm0059775,nm0329715"
Near Death,tt0097959,nm0936464,\N
Red Dawn,tt0098214,nm0284639,"nm0650877,nm0733394"
Route One USA,tt0098227,nm0469650,nm0469650
The Architecture of Doom,tt0098559,nm0169679,nm0169679
Don't Let Them Shoot the Kite,tt0098573,nm0059633,"nm0059633,nm0959890"
Anjali,tt0099043,nm0711745,"nm0711745,nm0796503"
Dances with Wolves,tt0099348,nm0000126,nm0086658
Goodfellas,tt0099685,nm0000217,"nm0683380,nm0000217"
Hamoun,tt0099729,nm0576529,nm0576529
Close-Up,tt0100234,nm0452102,nm0452102
Paris Is Burning,tt0100332,nm0515255,\N
The Master Carpenter,tt0100354,nm0014976,nm0619760
Step Across the Border,tt0100692,"nm0401695,nm0672437","nm0401695,nm0672437"
The Stranger,tt0101279,nm0006249,nm0006249
Beauty and the Beast,tt0101414,"nm0873779,nm0936374","nm0941314,nm0152312,nm0761498,nm0560329,nm0363125,nm0683724,nm0940849,nm0710020,nm0254085,nm0038432,nm0501729,nm0207305,nm3343855"
Behind the Mask,tt0101423,nm0552295,"nm1646189,nm3761266"
Black Widow,tt0101466,\N,\N
Raise the Red Lantern,tt0101640,nm0955443,"nm0867263,nm0955600"
Thalapathi,tt0101649,nm0711745,"nm0711745,nm1391608"
A Brighter Summer Day,tt0101985,nm0945981,"nm0393297,nm0591312,nm0795908,nm0945981"
Hearts of Darkness: A Filmmaker's Apocalypse,tt0102015,"nm0046943,nm0382584,nm0178880","nm0046943,nm0382584"
JFK,tt0102138,nm0000231,"nm0308426,nm0550285,nm0000231,nm0804466"
Kit Kat,tt0102223,nm0008150,"nm0008150,nm3719264"
Mother,tt0102369,nm0368688,nm0368688
Prahaar: The Final Attack,tt0102701,"nm1823221,nm0007113","nm1195250,nm0007113,nm0784044"
The Silence of the Lambs,tt0102926,nm0001129,"nm0365383,nm0848217"
Terminator 2: Judgment Day,tt0103064,nm0000116,"nm0000116,nm0936537"
Aladdin,tt0103639,"nm0166256,nm0615780","nm0166256,nm0615780,nm0254645,nm0744429,nm0560329,nm0021249,nm0423161,nm0363125,nm0629734,nm0322368,nm0740311,nm0500858,nm0969162,nm0361315,nm0510674,nm0715949,nm1061362,nm0761498,nm0683724,nm0893358"
Baraka,tt0103767,nm0294825,"nm0294825,nm0536056,nm0629382,nm0629368,nm6897793"
Cilveka berns,tt0103971,nm0834168,"nm1058715,nm0834168"
Ishi: The Last Yahi,tt0104531,"nm0726453,nm0731474",nm0538484
Jo Jeeta Wohi Sikandar,tt0104561,nm0451257,"nm0403826,nm0451257"
Lessons of Darkness,tt0104706,nm0001348,nm0001348
Manufacturing Consent: Noam Chomsky and the Media,tt0104810,"nm0009788,nm0936092",\N
We Are Not Angels,tt0104860,nm0236729,nm0236729
Ram Ke Naam,tt0105208,nm0666674,nm0666674
Reservoir Dogs,tt0105236,nm0000233,"nm0000233,nm0000812"
Roja,tt0105271,nm0711745,nm0711745
Scent of a Woman,tt0105323,nm0000976,"nm0037097,nm0325743,nm0531431,nm0728271"
Thevar Magan,tt0105575,nm0080245,nm0352032
Tito and Me,tt0105602,nm0548648,nm0548648
Unforgiven,tt0105695,nm0000142,nm0672459
Farewell My Concubine,tt0106332,nm0155280,"nm0497762,nm0523760"
The Earth's Most Beloved Son,tt0106534,nm0547616,"nm0547616,nm0695737"
Charachar,tt0106546,nm0201949,"nm0201949,nm1433589"
The Cure Show,tt0106634,"nm0809733,nm0071885,nm0694024",\N
Ekattorer Jishu,tt0106800,nm0950361,"nm0434068,nm0537045,nm0950361"
Groundhog Day,tt0107048,nm0000601,"nm0748035,nm0000601"
High Lonesome: The Story of Bluegrass Music,tt0107111,nm0509489,nm0509489
In the Name of the Father,tt0107207,nm0006487,"nm0174840,nm0313623,nm0006487"
Jurassic Park,tt0107290,nm0000229,"nm0000341,nm0462895"
Kanehsatake: 270 Years of Resistance,tt0107305,nm0643446,nm0643446
Latcho Drom,tt0107376,nm0309697,nm0309697
"The Wonderful, Horrible Life of Leni Riefenstahl",tt0107472,nm0618284,nm0618284
Mother's Day,tt0107625,nm0796361,"nm0073468,nm0233544,nm0246948,nm0796361"
The Padma Boatman,tt0107767,nm0315872,"nm0051780,nm0315872"
Schindler's List,tt0108052,nm0000229,"nm0447745,nm0001873"
Silverlake Life: The View from Here,tt0108138,"nm0430867,nm0295335",\N
The Seventh Horse of the Sun,tt0108256,nm0070867,"nm0080250,nm0952067"
Udzinarta mze,tt0108429,nm0045024,nm0045024
Videogramme einer Revolution,tt0108489,"nm0267943,nm0880297","nm0267943,nm0880297"
Vidheyan,tt0108490,nm0329715,"nm0329715,nm0951571"
Hill of No Return,tt0108602,nm0911042,nm0943150
Andaz Apna Apna,tt0109117,nm0764316,"nm0764316,nm0795651"
Az igazi Mao,tt0109184,nm0797731,nm0843921
"Back to Back, Face to Face",tt0109235,"nm0399003,nm0946085","nm1481695,nm0399003,nm0838999"
Chungking Express,tt0109424,nm0939182,nm0939182
Crumb,tt0109508,nm0959062,\N
Death of a Nation: The Timor Conspiracy,tt0109580,nm0613109,nm0683400
Forrest Gump,tt0109830,nm0000709,"nm0343165,nm0744839"
Hoop Dreams,tt0110057,nm0416945,"nm0416945,nm0555610"
To Live,tt0110081,nm0955443,"nm0523760,nm0950500"
The Lion King,tt0110357,"nm0021249,nm0591450","nm0575293,nm0731271,nm0941314,nm0560329,nm0424556,nm0177170,nm0258059,nm0309128,nm0873779,nm0135296,nm0363125,nm0460146,nm0761498,nm0004552,nm0500858,nm0710020,nm0538588,nm0326814,nm0322368,nm0442483,nm0020599,nm0780117,nm0854185,nm0873092,nm0879318,nm0901038,nm0936374,nm0925276,nm0152312"
Law meng goh law fong,tt0110409,nm1295558,nm1022277
Léon: The Professional,tt0110413,nm0000108,nm0000108
"Pitra, Putra Aur Dharamyuddha",tt0110839,nm0666674,nm0666674
Pulp Fiction,tt0110912,nm0000233,"nm0000233,nm0000812"
The Shawshank Redemption,tt0111161,nm0001104,"nm0000175,nm0001104"
Satantango,tt0111341,nm0850601,"nm0470004,nm0896902,nm0229569,nm0586280,nm0850601"
Dead Can Dance: Toward the Within,tt0111467,nm0536056,\N
Three Colors: Red,tt0111495,nm0001425,"nm0001425,nm0682830,nm0002140,nm0954072,nm0460058,nm0489995"
In the Heat of the Sun,tt0111786,nm0422638,"nm0422638,nm0911032"
Anne Frank Remembered,tt0112373,nm0086282,"nm0086282,nm0290833"
Before Sunrise,tt0112471,nm0000500,"nm0000500,nm0471811"
Bombay,tt0112553,nm0711745,"nm0711745,nm1391608"
Braveheart,tt0112573,nm0000154,nm0908824
Casino,tt0112641,nm0000217,"nm0683380,nm0000217"
Dilwale Dulhania Le Jayenge,tt0112870,nm0159147,"nm0159147,nm0796503"
La haine,tt0113247,nm0440913,nm0440913
Heat,tt0113277,nm0000520,nm0000520
Man with a Plan,tt0113758,nm0639618,nm0639618
Se7en,tt0114369,nm0000399,nm0001825
Toy Story,tt0114709,nm0005124,"nm0005124,nm0230032,nm0004056,nm0710020,nm0923736,nm0169505,nm0812513"
12 Monkeys,tt0114746,nm0000416,"nm0003408,nm0672459,nm0672466"
Underground,tt0114787,nm0001437,"nm0468169,nm0001437"
The Usual Suspects,tt0114814,nm0001741,nm0003160
Asphalt Tango,tt0115577,nm0135952,"nm0135952,nm0505964"
Blue Eyed,tt0115716,nm0894132,"nm0254486,nm0894132"
Broken Silence,tt0115762,nm0659950,nm0659950
The Bandit,tt0116231,nm0877078,nm0877078
Fargo,tt0116282,"nm0001054,nm0001053","nm0001053,nm0001054"
Freebird... The Movie,tt0116360,nm0915392,nm0970108
Indian,tt0116630,nm0788171,"nm0788171,nm1391608,nm0837675"
"Pretty Village, Pretty Flame",tt0116860,nm0236729,"nm0119919,nm0236729,nm0538755,nm0670655"
Nobody's Business,tt0117196,nm0075627,\N
Outsider,tt0117273,nm0466892,nm0466892
Paradise Lost: The Child Murders at Robin Hood Hills,tt0117293,"nm0075666,nm0802501",\N
The Perfect Circle,tt0117555,nm0448632,"nm0448632,nm0796710,nm0952429"
Secrets & Lies,tt0117589,nm0005139,nm0005139
Sling Blade,tt0117666,nm0000671,nm0000671
"Comrades, Almost a Love Story",tt0117905,nm0151066,nm0387306
Trainspotting,tt0117951,nm0000965,"nm0920543,nm0388076"
Premeditated Murder,tt0118011,nm0831207,nm0783068
When We Were Kings,tt0118147,nm0309382,\N
U2: Zoo TV Live from Sydney,tt0118521,nm0539950,nm1376373
In the Mood for Love,tt0118694,nm0939182,nm0939182
The Big Lebowski,tt0118715,"nm0001054,nm0001053","nm0001053,nm0001054"
Life Is Beautiful,tt0118799,nm0000905,"nm0148437,nm0000905"
"Black Cat, White Cat",tt0118843,nm0001437,nm0586235
Children of Heaven,tt0118849,nm0006498,nm0006498
Follow the Bitch,tt0119139,nm0831980,nm0831980
Frost,tt0119161,nm0445435,nm0445435
Good Will Hunting,tt0119217,nm0001814,"nm0000354,nm0000255"
Iruvar,tt0119385,nm0711745,"nm0711745,nm0007124"
L.A. Confidential,tt0119488,nm0000436,"nm0255278,nm0001338,nm0000436"
Princess Mononoke,tt0119698,nm0594503,"nm0594503,nm0301274"
The Truman Show,tt0120382,nm0001837,nm0629272
American History X,tt0120586,nm0443411,nm0571346
The Green Mile,tt0120689,nm0001104,"nm0000175,nm0001104"
The Legend of 1900,tt0120731,nm0868153,"nm0054621,nm0868153"
