primaryTitle,startYear,averageRating,directors,genres,numVotes,originalTitle,runtimeMinutes,tconst,writers
Heat,1995,8.3,nm0000520,"Action,Crime,Drama",657999,Heat,170,tt0113277,nm0000520
Man with a Plan,1996,8.2,nm0639618,Comedy,138,Man with a Plan,89,tt0113758,nm0639618
Se7en,1995,8.6,nm0000399,"Crime,Drama,Mystery",1655696,Se7en,127,tt0114369,nm0001825
Toy Story,1995,8.3,nm0005124,"Adventure,Animation,Comedy",996592,Toy Story,81,tt0114709,"nm0005124,nm0230032,nm0004056,nm0710020,nm0923736,nm0169505,nm0812513"
12 Monkeys,1995,8.0,nm0000416,"Mystery,Sci-Fi,Thriller",621176,Twelve Monkeys,129,tt0114746,"nm0003408,nm0672459,nm0672466"
Underground,1995,8.1,nm0001437,"Comedy,Drama,Fantasy",58983,Underground,170,tt0114787,"nm0468169,nm0001437"
The Usual Suspects,1995,8.5,nm0001741,"Crime,Drama,Mystery",1087798,The Usual Suspects,106,tt0114814,nm0003160
Asphalt Tango,1996,8.0,nm0135952,Comedy,1781,Asphalt Tango,100,tt0115577,"nm0135952,nm0505964"
Blue Eyed,1996,8.2,nm0894132,Documentary,460,Blue Eyed,90,tt0115716,"nm0254486,nm0894132"
Broken Silence,1995,8.1,nm0659950,Drama,252,Broken Silence,106,tt0115762,nm0659950
The Bandit,1996,8.1,nm0877078,"Crime,Drama,Thriller",70456,Eskiya,128,tt0116231,nm0877078
Fargo,1996,8.1,"nm0001054,nm0001053","Crime,Thriller",681230,Fargo,98,tt0116282,"nm0001053,nm0001054"
Freebird... The Movie,1996,8.2,nm0915392,Documentary,372,Freebird... The Movie,101,tt0116360,nm0970108
Indian,1996,8.1,nm0788171,"Action,Drama,Thriller",12909,Indian,185,tt0116630,"nm0788171,nm1391608,nm0837675"
"Pretty Village, Pretty Flame",1996,8.6,nm0236729,"Comedy,Drama,History",16769,Lepa sela lepo gore,115,tt0116860,"nm0119919,nm0236729,nm0538755,nm0670655"
Nobody's Business,1996,8.0,nm0075627,"Biography,Documentary",897,Nobody's Business,60,tt0117196,\N
Outsider,1997,8.0,nm0466892,Drama,1199,Outsider,100,tt0117273,nm0466892
Paradise Lost: The Child Murders at Robin Hood Hills,1996,8.2,"nm0075666,nm0802501","Crime,Documentary",17100,Paradise Lost: The Child Murders at Robin Hood Hills,150,tt0117293,\N
The Perfect Circle,1997,8.1,nm0448632,"Drama,War",2296,Savrseni krug,110,tt0117555,"nm0448632,nm0796710,nm0952429"
Secrets & Lies,1996,8.0,nm0005139,"Comedy,Drama",44106,Secrets & Lies,136,tt0117589,nm0005139
Sling Blade,1996,8.0,nm0000671,Drama,94904,Sling Blade,135,tt0117666,nm0000671
"Comrades, Almost a Love Story",1996,8.1,nm0151066,"Drama,Romance",6567,Tian mi mi,118,tt0117905,nm0387306
Trainspotting,1996,8.1,nm0000965,Drama,690125,Trainspotting,93,tt0117951,"nm0920543,nm0388076"
Premeditated Murder,1995,8.1,nm0831207,"Drama,Romance",2002,Ubistvo s predumisljajem,94,tt0118011,nm0783068
When We Were Kings,1996,8.0,nm0309382,"Documentary,Sport",18235,When We Were Kings,88,tt0118147,\N
U2: Zoo TV Live from Sydney,1994,8.8,nm0539950,"Documentary,Music",1095,U2: Zoo TV Live from Sydney,118,tt0118521,nm1376373
In the Mood for Love,2000,8.1,nm0939182,"Drama,Romance",152165,Fa yeung nin wah,98,tt0118694,nm0939182
The Big Lebowski,1998,8.1,"nm0001054,nm0001053","Comedy,Crime",812028,The Big Lebowski,117,tt0118715,"nm0001053,nm0001054"
Life Is Beautiful,1997,8.6,nm0000905,"Comedy,Drama,Romance",697206,La vita è bella,116,tt0118799,"nm0148437,nm0000905"
"Black Cat, White Cat",1998,8.0,nm0001437,"Comedy,Crime,Romance",54497,"Crna macka, beli macor",127,tt0118843,nm0586235
Children of Heaven,1997,8.2,nm0006498,"Drama,Family,Sport",75671,Bacheha-Ye aseman,89,tt0118849,nm0006498
Follow the Bitch,1996,8.3,nm0831980,Comedy,101,Follow the Bitch,86,tt0119139,nm0831980
Frost,1997,8.1,nm0445435,Drama,125,Frost,270,tt0119161,nm0445435
Good Will Hunting,1997,8.3,nm0001814,"Drama,Romance",974892,Good Will Hunting,126,tt0119217,"nm0000354,nm0000255"
Iruvar,1997,8.4,nm0711745,"Biography,Drama",6322,Iruvar,140,tt0119385,"nm0711745,nm0007124"
L.A. Confidential,1997,8.2,nm0000436,"Crime,Drama,Mystery",585542,L.A. Confidential,138,tt0119488,"nm0255278,nm0001338,nm0000436"
Princess Mononoke,1997,8.4,nm0594503,"Action,Adventure,Animation",397094,Mononoke-hime,134,tt0119698,"nm0594503,nm0301274"
The Truman Show,1998,8.2,nm0001837,"Comedy,Drama",1085881,The Truman Show,103,tt0120382,nm0629272
American History X,1998,8.5,nm0443411,"Crime,Drama",1125182,American History X,119,tt0120586,nm0571346
The Green Mile,1999,8.6,nm0001104,"Crime,Drama,Fantasy",1304546,The Green Mile,189,tt0120689,"nm0000175,nm0001104"
The Legend of 1900,1998,8.0,nm0868153,"Drama,Music,Romance",65300,La leggenda del pianista sull'oceano,169,tt0120731,"nm0054621,nm0868153"
"Lock, Stock and Two Smoking Barrels",1998,8.2,nm0005363,"Action,Comedy,Crime",585217,"Lock, Stock and Two Smoking Barrels",107,tt0120735,nm0005363
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,nm0001392,"Action,Adventure,Drama",1878508,The Lord of the Rings: The Fellowship of the Ring,178,tt0120737,"nm0866058,nm0909638,nm0101991,nm0001392"
Saving Private Ryan,1998,8.6,nm0000229,"Drama,War",1394217,Saving Private Ryan,169,tt0120815,nm0734441
Treasure Island Part II: Captain Flint's Treasure,1989,8.2,nm0155855,"Adventure,Animation,Comedy",3741,Ostrov Sokrovishch,107,tt0122227,"nm0829044,nm0019621,nm0155855,nm4245190"
The Meeting Point,1989,8.3,nm0548648,"Comedy,Drama,Fantasy",3092,Sabirni centar,98,tt0122234,"nm0468169,nm0548648"
The Counterfeit Coin,1955,8.6,nm0419485,"Drama,Romance",2901,Istoria mias kalpikis liras,127,tt0122565,nm0419485
"Jack of All Trades, Master of None",1963,8.2,nm0757157,Comedy,1150,Polytehnitis kai erimospitis,80,tt0122670,"nm0316225,nm0757157"
Woe to the Young,1961,8.1,nm0757157,"Drama,Fantasy,Romance",1329,Alloimono stous neous,87,tt0122883,"nm0316225,nm0757157"
Help Its Vengos Visible Agent '000',1967,8.2,nm0893099,Comedy,1392,"Voitheia o Vengos, faneros praktor '000'",89,tt0123313,"nm0253207,nm0874997"
The Miscellaneous Brigade on the Watch,1971,8.6,nm0236664,"Action,Comedy,Crime",1884,B.D. în alertã,95,tt0123390,"nm0236664,nm0862629"
Brigada Diverse intrã în actiune,1970,8.6,nm0236664,Comedy,1821,Brigada Diverse intrã în actiune,100,tt0123391,"nm0236664,nm0862629"
B.D. in the Mountains and on the Seaside,1971,8.6,nm0236664,"Action,Comedy,Crime",1932,B.D. la munte si la mare,100,tt0123392,"nm0236664,nm0862629"
Le confort et l'indifférence,1982,8.1,nm0000780,Documentary,220,Le confort et l'indifférence,109,tt0123730,\N
Humphrey Bogart: Behind the Legend,1994,8.1,nm0794082,"Biography,Documentary",103,Humphrey Bogart: Behind the Legend,45,tt0124749,nm0907178
Miracle,1982,8.1,nm0076075,Drama,769,Himala,124,tt0125144,nm0498080
Operation 'The Monster',1976,8.6,nm0546149,Comedy,1388,Operatiunea 'Monstrul',102,tt0125968,nm0691489
Then I Sentenced Them All to Death,1972,8.1,nm0630197,"Drama,War",919,Atunci i-am condamnat pe toti la moarte,103,tt0126449,nm0691489
Across the Lake,1997,9.0,nm0593992,"Drama,Romance",366,Preku ezeroto,102,tt0126622,"nm0313776,nm0593992"
Innocence,1997,8.1,nm0218547,Drama,17946,Masumiyet,110,tt0128332,nm0218547
Landscape with a Woman,1989,8.0,nm0559039,Drama,108,Zena s krajolikom,75,tt0128856,nm0559039
Chalti Ka Naam Gaadi,1958,8.0,nm0097899,"Comedy,Musical,Romance",1714,Chalti Ka Naam Gaadi,173,tt0128985,"nm0600793,nm0659760"
The Iron Giant,1999,8.1,nm0083348,"Action,Adventure,Animation",201195,The Iron Giant,86,tt0129167,"nm0564827,nm0083348,nm0400954,nm0286715"
Gypsy Magic,1997,8.1,nm0691354,"Comedy,Drama",547,Gypsy Magic,126,tt0130752,nm0088016
The Little Fox,1981,8.3,nm0201187,"Adventure,Animation,Comedy",5755,Vuk,79,tt0131636,"nm0270852,nm0201187,nm0408304,nm0850325"
The Matrix,1999,8.7,"nm0905154,nm0905152","Action,Sci-Fi",1916041,The Matrix,136,tt0133093,"nm0905152,nm0905154"
PNYC: Portishead - Roseland New York,1997,8.9,nm1006692,"Documentary,Music",607,PNYC: Portishead - Roseland New York,93,tt0133157,\N
Guru,1997,8.5,nm0025805,"Drama,Fantasy",3290,Guru,136,tt0133826,"nm0025805,nm0707391"
Twenty Years Later,1984,8.4,nm0184202,Documentary,1450,Cabra Marcado Para Morrer,119,tt0134402,nm0184202
The Graduates,1986,8.0,nm0179890,"Comedy,Romance",2223,Liceenii,95,tt0134786,nm1713453
The Mad Phoenix,1997,8.1,nm0170504,"Biography,Drama",381,Nan hai shi san lang,110,tt0134836,nm0864782
Riverdance: The Show,1995,8.3,nm0566092,Music,609,Riverdance: The Show,71,tt0136491,\N
Gyöngyvirágtól lombhullásig,1953,8.2,nm0393025,Documentary,123,Gyöngyvirágtól lombhullásig,82,tt0136976,nm0393025
Joe Finds Grace,2017,8.6,nm0365480,"Adventure,Animation,Comedy",292,Joe Finds Grace,83,tt0137204,nm0365480
Fight Club,1999,8.8,nm0000399,Drama,2128830,Fight Club,139,tt0137523,"nm0657333,nm0880243"
Piata Universitatii - Romania,1991,9.2,"nm0347720,nm0407708,nm0890481",Documentary,160,Piata Universitatii - Romania,72,tt0138020,\N
Rats in the Ranks,1996,8.1,"nm0027370,nm0175264",Documentary,155,Rats in the Ranks,94,tt0138052,\N
Paging Emma,1999,8.1,nm0124636,Drama,110,Paging Emma,112,tt0138689,nm0124636
Majhli Didi,1967,8.0,nm0611531,Drama,111,Majhli Didi,136,tt0139447,"nm0154158,nm0244887,nm0315905,nm0611520"
Baasha,1995,8.3,nm0471452,"Action,Crime,Drama",10628,Baasha,145,tt0139876,"nm0471452,nm0049400"
Case of the Naves Brothers,1967,8.2,nm0675502,Drama,403,O Caso dos Irmãos Naves,92,tt0139927,"nm0015895,nm0076435,nm0675502"
Guna,1991,8.2,nm0080248,"Drama,Romance",2823,Guna,167,tt0140090,"nm0049400,nm1597822"
Mahanadi,1994,8.6,nm0080248,"Crime,Drama",4163,Mahanadhi,162,tt0140348,"nm0352032,nm10132956"
Michael Madana Kama Rajan,1990,8.5,nm0801870,Comedy,4740,Michael Madana Kama Rajan,162,tt0140377,"nm0352032,nm1768188,nm1190372,nm0707366"
Pathinaru Vayathinile,1977,8.1,nm0707300,"Drama,Romance",1163,Pathinaru Vayathinile,139,tt0140448,"nm0707300,nm6733953"
Sathi Leelavathi,1995,8.2,nm0536818,"Comedy,Drama",1483,Sathi Leelavathi,151,tt0140534,"nm10410739,nm0352032,nm0536818,nm1190372"
Central Station,1998,8.0,nm0758574,Drama,40190,Central do Brasil,110,tt0140888,"nm0077094,nm0138676,nm0758574"
Titanic Waltz,1965,8.7,nm0130024,Comedy,450,Titanic vals,92,tt0141904,"nm0130024,nm0615543"
The Last Spring,1994,8.8,nm0218773,"Drama,Sport",1204,The WormKillers' Last Spring,90,tt0141998,nm0218773
Mattie the Goose-Boy,1977,8.2,nm0201187,"Adventure,Animation,Comedy",2152,Lúdas Matyi,70,tt0142632,"nm0201187,nm0269764,nm0626134,nm0739630"
One Hundred Children Waiting for a Train,1988,8.1,nm0013824,Documentary,261,Cien niños esperando un tren,55,tt0144829,nm0013824
Little Dieter Needs to Fly,1997,8.0,nm0001348,"Biography,Documentary,Drama",6431,Little Dieter Needs to Fly,80,tt0145046,nm0001348
The Schedule,1997,8.9,"nm0401502,nm0002438",Fantasy,132,The Schedule,104,tt0145456,"nm0002438,nm0401502"
Flashback,1969,8.2,nm0028270,"Drama,War",1122,Flashback,106,tt0145777,"nm0028270,nm0054446,nm0182742,nm0728279"
Dosti,1964,8.5,nm0097899,"Drama,Family,Musical",1741,Dosti,163,tt0146645,"nm0080307,nm0600793"
Big Guns,1987,8.5,nm0383510,Adult,133,Big Guns,105,tt0147888,nm0383510
Lucky People Center International,1998,8.0,"nm0667486,nm0845465","Documentary,Music",627,Lucky People Center International,85,tt0148428,\N
Chhadmabeshi,1971,8.5,nm0013255,Comedy,241,Chhadmabeshi,122,tt0150101,"nm4954113,nm0304370,nm4473457"
Dance Craze,1981,8.2,nm0557543,"Documentary,Music",143,Dance Craze,50,tt0150265,\N
Impossible Love,1984,8.8,nm0883041,Drama,113,Imposibila iubire,169,tt0151040,nm0695737
The Lumière Brothers' First Films,1996,8.1,\N,"Documentary,History",401,The Lumière Brothers' First Films,61,tt0151416,\N
Mausam,1975,8.0,nm0347899,"Musical,Romance",940,Mausam,156,tt0151511,"nm0347899,nm0052284,nm0436804"
Pathey Holo Deri,1957,8.2,nm0013255,"Drama,Romance",115,Pathey Holo Deri,125,tt0151917,"nm4467403,nm1890506"
The Pigeon Egg Strategy,1998,8.0,nm0538733,Comedy,113,The Pigeon Egg Strategy,88,tt0151975,nm0538733
Two Handfuls,1986,8.2,nm0871401,Adult,135,Two Handfuls,87,tt0153369,"nm1034645,nm1440160"
Devil's Bride,1974,8.4,nm0954066,"Music,Musical",806,Velnio nuotaka,78,tt0153509,"nm1014485,nm0311436,nm0954066"
Anthuleni Katha,1976,8.2,nm0049335,"Drama,Family",106,Anthuleni Katha,150,tt0154154,nm0049335
Bama Vijayam,1967,8.0,nm0049335,Comedy,148,Bama Vijayam,179,tt0154197,\N
The Celebration,1998,8.1,nm0899121,Drama,88162,Festen,105,tt0154420,"nm0899121,nm0750000"
Ethir Neechal,1968,8.3,nm0049335,Comedy,467,Ethir Neechal,167,tt0154462,\N
Eu sunt Adam!,1996,8.2,nm0685625,"Drama,Fantasy",101,Eu sunt Adam!,108,tt0154464,"nm0253431,nm0685625"
Samanishvilis dedinatsvali,1977,8.2,nm0791542,History,140,Samanishvilis dedinatsvali,89,tt0154855,"nm0154992,nm0458497"
Mofturi 1900,1965,8.2,nm0313695,Comedy,146,Mofturi 1900,69,tt0154890,"nm0135905,nm0313695"
Rudra Veena,1988,8.6,nm0049335,"Drama,Music",1929,Rudra Veena,170,tt0155124,"nm0049335,nm0665982"
Thappu Thalangal,1978,8.0,nm0049335,Drama,109,Thappu Thalangal,131,tt0155257,"nm0049335,nm0471468"
Thillu Mullu,1981,8.6,nm0049335,Comedy,3537,Thillu Mullu,136,tt0155265,"nm0049335,nm1127850"
Varumayin Niram Sigappu,1980,8.2,nm0049335,Drama,1030,Varumayin Niram Sigappu,138,tt0155329,\N
Zara Si Zindagi,1983,8.2,nm0049335,"Drama,Family,Romance",114,Zara Si Zindagi,149,tt0155408,nm0347899
Amaram,1991,8.4,nm0080245,Drama,3151,Amaram,150,tt0155487,nm0517839
Antarnaad,1991,8.1,nm0070867,Drama,124,Antarnaad,160,tt0155499,"nm1224931,nm0952067"
Oru Minnaminunginte Nurungu Vettam,1987,8.0,nm0080245,Drama,149,Oru Minnaminunginte Nurungu Vettam,\N,tt0155929,nm1431061
Pelli Pustakam,1991,8.0,nm0052677,"Comedy,Drama,Romance",259,Pelli Pustakam,151,tt0155953,"nm0464870,nm0611971"
Thazhvaram,1990,8.2,nm0080245,"Crime,Drama,Musical",752,Thazhvaram,130,tt0156130,nm0619760
Perfect Blue,1997,8.0,nm0464804,"Animation,Crime,Drama",78895,Pâfekuto burû,81,tt0156887,"nm0613444,nm0847621,nm1038897,nm0765126"
"Queen: Magic Years, Volume Two - A Visual Anthology",1987,8.5,"nm0230964,nm0743949","Documentary,Music",101,"Queen: Magic Years, Volume Two - A Visual Anthology",57,tt0157956,nm0937017
Queen: Champions of the World,1995,8.8,"nm0230964,nm0743949","Documentary,Music",177,Queen: Champions of the World,120,tt0158550,\N
The Concert for Bangladesh,1972,8.2,nm0842664,"Documentary,Music",1576,The Concert for Bangladesh,103,tt0158560,\N
The Fall of Rock & Roll,1989,8.1,"nm0004206,nm0679079,nm0805554",Comedy,3282,Kako je propao rokenrol,106,tt0158610,"nm0054720,nm0538755,nm0904356"
"Queen: Magic Years, Volume One - A Visual Anthology",1987,8.6,"nm0230964,nm0743949","Documentary,Music",133,"Queen: Magic Years, Volume One - A Visual Anthology",55,tt0158745,nm0937017
"This Is How We Were Before, How Are You Doing Now?",1976,8.0,nm0739388,"Drama,Musical,Romance",116,Ganito kami noon... Paano kayo ngayon?,136,tt0159456,"nm0739388,nm0407150"
Queen Live in Rio,1986,8.2,\N,"Documentary,Music",389,Queen Live in Rio,60,tt0159686,\N
Jehovah's Witnesses Stand Firm Against Nazi Assault,1996,8.4,\N,"Documentary,History",190,Jehovah's Witnesses Stand Firm Against Nazi Assault,\N,tt0163020,\N
The Cure in Orange,1987,8.7,nm0691194,"Documentary,Music",296,The Cure in Orange,113,tt0163593,\N
"Learn How to Read and Write, Son",1981,8.1,nm0544836,"Comedy,Drama",1073,Mathe paidi mou grammata,96,tt0164094,nm0544836
Demons,1971,8.0,nm0559564,"Drama,Horror",2409,Shura,134,tt0165473,"nm0875472,nm8953333,nm0559564"
The Wounds,1998,8.0,nm0236729,"Comedy,Crime,Drama",11100,Rane,103,tt0165546,nm0236729
Asta-seara dansam in familie,1972,8.3,nm0756926,Comedy,831,Asta-seara dansam in familie,98,tt0165629,"nm0047064,nm0756926"
Riesutu duona,1977,8.2,nm0954066,Romance,719,Riesutu duona,71,tt0165904,nm0787793
Date Wine,1998,8.3,nm0252835,"Drama,Romance",462,Arak el-balah,110,tt0166486,nm0252835
The Straight Story,1999,8.0,nm0000186,"Biography,Drama",91680,The Straight Story,112,tt0166896,"nm0730034,nm0842156"
Eva tropí hlouposti,1939,8.0,nm0294758,Comedy,332,Eva tropí hlouposti,85,tt0167144,"nm0891367,nm1785794"
The Lord of the Rings: The Return of the King,2003,9.0,nm0001392,"Action,Adventure,Drama",1849040,The Lord of the Rings: The Return of the King,201,tt0167260,"nm0866058,nm0909638,nm0101991,nm0001392"
The Lord of the Rings: The Two Towers,2002,8.8,nm0001392,"Action,Adventure,Drama",1669674,The Lord of the Rings: The Two Towers,179,tt0167261,"nm0866058,nm0909638,nm0101991,nm0801728,nm0001392"
Cosy Dens,1999,8.1,nm0398575,"Comedy,Drama",5678,Pelísky,115,tt0167331,"nm0418588,nm0754465"
Time to Love,1966,8.0,nm0259499,"Drama,Romance",6030,Sevmek Zamani,86,tt0167400,nm0259499
The Sixth Sense,1999,8.2,nm0796117,"Drama,Mystery,Thriller",994783,The Sixth Sense,107,tt0167404,nm0796117
Bob Marley,1981,8.5,nm0666994,"Documentary,Music",107,Bob Marley,65,tt0168525,\N
Cesta do hlubin studákovy duse,1939,8.0,nm0294758,Comedy,566,Cesta do hlubin studákovy duse,88,tt0168574,"nm0294758,nm0438263,nm0959151"
Today for the Last Time,1958,8.2,nm0294758,Drama,106,Dnes naposled,99,tt0168670,"nm0626814,nm0294758,nm0900663"
Lagaan: Once Upon a Time in India,2001,8.1,nm0332950,"Drama,Musical,Sport",115436,Lagaan: Once Upon a Time in India,224,tt0169102,"nm0332950,nm1021349,nm1021353,nm1022153"
American Beauty,1999,8.4,nm0005222,Drama,1157498,American Beauty,122,tt0169547,nm0050332
Byalata staya,1968,8.1,nm0027975,Drama,151,Byalata staya,83,tt0169618,nm0737904
Father of a Soldier,1964,8.4,nm0158523,"Drama,War",4347,Jariskatsis mama,87,tt0169828,nm0422548
Neon Genesis Evangelion: The End of Evangelion,1997,8.0,"nm0030417,nm0875453","Action,Animation,Drama",56164,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",87,tt0169858,nm0030417
Lulekuqet mbi mure,1976,8.9,nm0025576,Drama,229,Lulekuqet mbi mure,100,tt0170178,nm1041271
The Saplings,1972,8.4,nm0158523,Comedy,138,Nergebi,93,tt0170301,nm0422548
Look at These Young People!,1969,8.4,nm0158523,"Comedy,Drama,History",130,Gimilis bichebi,100,tt0170318,nm0422548
Yesterday,1988,9.0,nm0027974,Drama,3339,Vchera,84,tt0170783,"nm0027974,nm0202676"
Nëntori i dytë,1982,8.6,nm0321538,Drama,190,Nëntori i dytë,93,tt0171564,nm0089927
Pictures of the Old World,1972,8.1,nm0361575,Documentary,727,Obrazy starého sveta,70,tt0171587,nm0361575
Gladiator,2000,8.5,nm0000631,"Action,Adventure,Drama",1503475,Gladiator,155,tt0172495,"nm0291905,nm0517589,nm0629933"
Mars na Drinu,1964,8.4,nm0594020,"Action,Drama,History",1818,Mars na Drinu,107,tt0172776,"nm0226698,nm0594020"
"My Dad, the Socialist Kulak",1987,8.4,nm0460006,Comedy,753,"Moj ata, socialisticni kulak",100,tt0172811,nm0663996
România,1934,8.5,"nm0130024,nm0586120",Documentary,104,România,\N,tt0173139,nm0134461
The Salonika Terrorists,1961,8.0,nm0594020,"Drama,History",120,Solunski atentatori,106,tt0173227,nm0097993
Svatba jako remen,1967,8.0,nm0470729,Comedy,188,Svatba jako remen,94,tt0173279,"nm0470729,nm0537004,nm0649120"
Zonja nga qyteti,1976,8.3,nm0587549,"Comedy,Family,Romance",132,Zonja nga qyteti,105,tt0173504,nm1041254
Adaptatziya,1981,8.6,nm0705497,Drama,166,Adaptatziya,165,tt0173615,"nm0705497,nm1019056"
My Voyage to Italy,1999,8.2,nm0000217,Documentary,3339,Il mio viaggio in Italia,246,tt0173772,"nm0147599,nm0232285,nm2719270,nm0000217"
Ölsäm... bagisla,1989,8.8,nm0644183,"Drama,Romance",446,Ölsäm... bagisla,87,tt0173956,nm0406534
Osadeni dushi,1975,8.0,nm0705497,"Drama,Romance,War",570,Osadeni dushi,141,tt0174095,"nm0227467,nm0705497"
In the Name of the People,1987,8.3,nm0631915,Drama,340,U ime naroda,92,tt0174299,"nm0631878,nm0631915"
Arachveulebrivi gamopena,1968,8.5,nm0791542,"Drama,Romance,War",606,Arachveulebrivi gamopena,94,tt0174470,nm0300175
Propala hramota,1972,8.4,nm0412213,"Comedy,Fantasy",1001,Propala hramota,79,tt0175075,"nm0324690,nm0236615,nm10067587"
Sherekilebi,1974,8.8,nm0791542,"Comedy,Musical",1176,Sherekilebi,80,tt0175157,nm0300175
Magnolia,1999,8.0,nm0000759,Drama,315028,Magnolia,188,tt0175880,nm0000759
Return with Honor,1998,8.3,"nm0595131,nm0761739",Documentary,249,Return with Honor,101,tt0176093,"nm0595131,nm0761739,nm0936511"
Baraka,1998,8.3,"nm0248200,nm0171842",\N,151,Baraka,54,tt0176507,\N
The Tragedy of Man,2011,8.1,nm0417757,"Animation,Drama,History",962,Az ember tragédiája,160,tt0176694,"nm0417757,nm1062583"
Premiera,1976,8.2,nm0176098,Comedy,106,Premiera,\N,tt0179427,nm1618205
Kamiondzije opet voze,1984,8.1,nm0229260,"Comedy,Drama",1185,Kamiondzije opet voze,88,tt0179918,nm0586235
Cat City,1986,8.3,nm0855681,"Adventure,Animation,Comedy",10157,Macskafogó,96,tt0179955,nm0626134
Truckers,1973,8.4,nm0229260,Comedy,1018,Paja i Jare,108,tt0180033,"nm0229260,nm0586235"
Requiem for a Dream,2000,8.3,nm0004716,Drama,845318,Requiem for a Dream,102,tt0180093,"nm0782968,nm0004716"
Roj,1966,8.3,nm0691436,Drama,110,Roj,90,tt0180104,"nm0586166,nm0691436,nm0822394"
Zajednicki stan,1960,8.0,nm0194943,Comedy,148,Zajednicki stan,102,tt0181178,nm0229769
The Policeman of the 16th Precinct,1959,8.0,nm0757157,Comedy,1762,O Ilias tou 16ou,88,tt0181592,"nm0316225,nm0757157"
Yparhei Kai Filotimo,1965,8.2,nm0757157,Comedy,1396,Yparhei kai filotimo,89,tt0181600,"nm0316225,nm0757157"
Republikata vo plamen,1969,8.3,nm0313779,"History,War",114,Republikata vo plamen,102,tt0182387,"nm0007640,nm0097993,nm0313779"
There Was Once a King...,1955,8.1,nm0954713,"Comedy,Family,Fantasy",1222,Byl jednou jeden král...,107,tt0184316,"nm0106404,nm0442496,nm0921276,nm0954713,nm0625846"
Mr. Muhsin,1987,8.5,nm0877078,"Comedy,Drama,Music",11047,Muhsin Bey,119,tt0184756,nm0877078
Once Brothers,1993,8.1,\N,Documentary,356,Once Brothers,\N,tt0185572,\N
